address_id,street,city,state,zip,latitude,longitude
AD000063,513 Johnson Points Suite 931,Blankenshipport,SD,54017,-58.6800415,-104.957786
AD000064,47113 Paul Land,Matthewsberg,FM,54880,85.804259,-126.838165
AD000065,640 Robinson Mills Apt. 515,Bruceview,ID,16512,32.0622655,-130.783207
AD000066,900 Sanchez Crossroad,North Maria,OH,27653,67.4060115,-64.062001
AD000067,2904 Vanessa Plains,Laurenville,TN,03880,-54.61934,-172.021924
AD000068,95024 David Manor Apt. 177,Williamville,NV,66540,-30.528192,150.232971
AD000069,847 Bruce Neck,Simmonsville,NM,93876,29.067856,-140.544975
AD000070,9212 Weber Prairie,Oscarhaven,LA,59970,45.7078335,145.036034
AD000071,18367 Robert Views Suite 661,Ronaldview,MN,20507,37.310317,-143.958078
AD000072,16152 Brenda Points,Elizabethchester,MI,87708,23.531247,-152.380099
AD000073,451 Eric Orchard Apt. 158,Dannyview,OK,30144,25.1889845,121.166165
AD000074,402 Park Inlet,Michaelburgh,VI,19277,62.020661,172.909212
AD000075,20183 Barnes Junctions Apt. 545,North Ericton,TX,11194,-16.9579495,57.894465
AD000076,9764 Kari Crescent Suite 614,Roseport,AZ,29404,16.1027085,141.760138
AD000077,34324 Murphy Avenue,Burgessburgh,DC,50335,52.963985,-56.460252
AD000078,60607 Michelle Ports Suite 966,Dariustown,MD,23028,75.9267365,67.012641
AD000079,61369 Warren Locks Suite 535,North William,DE,70048,46.889214,-75.898743
AD000080,2312 Gonzalez Rapids Apt. 127,Webstershire,NV,89778,61.5296095,165.203611
AD000081,527 Taylor Roads Suite 490,Williamport,NH,59734,-79.904881,-149.457386
AD000082,1199 Ford Plaza Apt. 793,Cassidyhaven,FL,08610,30.9363775,-124.432853
AD000083,182 John Mill Suite 889,West Nathan,LA,51280,19.7281985,1.659478
AD000084,515 Angela Lights,Johnathanberg,MA,11183,66.4279475,176.274037
AD000085,4629 Kyle Lane,Lisahaven,CO,85176,89.9741725,47.314562
AD000086,54235 Lee Dam Apt. 141,Lake Matthewberg,PA,49878,-48.5930895,-92.894192
AD000087,927 Robert Springs,South Cheryl,WV,98613,30.5081825,-54.370626
AD000088,7359 Murray Haven,Shawchester,GA,26675,72.3131085,-105.697855
AD000089,75818 Justin Track Apt. 478,Port Samuel,PW,29603,31.098747,7.682056
AD000090,0685 Paul Common,Jeffreymouth,CT,94178,84.4724925,0.007637
AD000091,04727 Gilbert Common,West Jasonberg,OH,95821,73.445007,103.345168
AD000092,43410 Robert Underpass Suite 117,Lake Zacharybury,VT,19319,-11.8122715,50.445876
AD000093,539 Lopez Skyway,New Theresaland,NC,71814,46.1847415,92.527802
AD000094,7065 Burgess Knolls,West Johnville,WI,76772,-0.740216,-108.376269
AD000095,8527 Welch Valleys,North Jennifer,NH,05348,-11.2296085,-71.771659
AD000096,05486 King Terrace,West Michael,WI,06766,86.0215485,-1.799291
AD000097,56676 Beltran Parks Suite 584,Lake Rogerchester,PA,24153,56.4246685,-22.285353
AD000098,15447 Jackson Mills Suite 705,Hillton,CA,88474,81.1309685,38.082456
AD000099,202 Johnson Cliff Apt. 556,New Ericmouth,MN,49261,29.1690445,-138.72245
AD000100,565 Wright Crescent,Lake Jacobhaven,MS,74120,-58.3887725,-39.45972
AD000101,739 Benson Overpass Apt. 121,Thompsonmouth,CO,89882,-4.2113115,178.543756
AD000102,188 Vance Vista Apt. 258,North Tracie,WY,18703,-26.451615,85.226009
AD000103,8957 Cheryl Corners,West Raymondfort,NC,54344,19.9064745,128.64736
AD000104,51778 Anderson Village,Port Tammy,NE,66412,-75.1252265,-113.341505
AD000105,2253 Meza Path,Meghanview,ID,83739,57.8653675,-32.655224
AD000106,498 Wayne Extension,East Donna,VA,79817,0.6290675,122.590128
AD000107,10943 Montgomery Burgs,Smallside,LA,84637,-8.9072285,79.279025
AD000108,647 Haley Estate,Perrymouth,IL,45090,72.8491245,-102.86846
AD000109,556 Kathleen Passage Apt. 537,West Shannonberg,CT,07133,-12.09681,26.238868
AD000110,25953 Tyrone Passage Suite 747,North Sierrahaven,NH,32053,-32.24761,133.180485
AD000111,04797 Herrera Vista Apt. 624,Kathrynstad,AZ,53006,-76.267463,126.167625
AD000112,8416 Duran Harbors,East Theresafurt,MN,44945,59.7418425,16.283426
AD000113,98680 Benjamin Station,Lindahaven,NH,20022,72.741818,96.760034
AD000114,9526 Wheeler Parkways,Ericksonport,NJ,02681,8.880296,-2.167099
AD000115,9409 Baker Shoal,Lake Brett,NJ,22850,50.7225455,157.705352
AD000116,30913 Scott Manor Apt. 636,Salaston,VT,18599,49.232964,-68.68427
AD000117,786 Frye Mount Suite 854,Leebury,KY,73650,-9.872241,-59.275431
AD000118,3757 Castro Underpass Suite 419,Huangfurt,GU,45738,-50.680615,-24.064417
AD000119,1574 Lewis Views,Sarahview,DC,14817,75.2695445,135.052226
AD000120,08330 Robert Stravenue,Garciaberg,AL,72636,-47.603015,38.456775
AD000121,3454 Rebecca Corners Apt. 802,Khanburgh,PW,05264,16.5674185,85.957205
AD000122,400 Bradley Coves,Justinside,NC,65239,-53.9759775,90.697119
AD000123,3152 Wong Stravenue Apt. 054,East Cheryl,SC,53649,24.810717,96.639198
AD000124,61227 Boyle Avenue Suite 637,Stephanieport,OR,95250,63.780593,-173.860487
AD000125,530 Steven Estate Suite 841,Michaelbury,IN,18008,38.360976,-97.759126
AD000126,956 Todd Unions Apt. 391,Ricestad,CA,74447,-59.8791805,-146.843901
AD000127,822 Bond Mills,Lake Jamieshire,NM,12420,47.00284,59.166697
AD000128,2867 Angelica Spring,Jenniferfurt,KS,00896,-31.507563,130.478496
AD000129,65180 Valerie Mountains,West Robertberg,WI,84586,83.37731,45.680099
AD000130,7661 Desiree Keys Apt. 286,Lake Tiffany,MP,00956,-83.897034,-19.817589
AD000131,868 Morrow Gateway Suite 524,Lake Kathy,AZ,87034,22.5390415,150.13438
AD000132,31190 Harper Squares,East Joyfurt,NV,31216,54.89067,-63.354484
AD000133,84395 Young Wells,Lake Adriana,MT,39888,-16.138931,-147.273618
AD000134,687 Teresa Row,Floydmouth,UT,55069,19.5912385,-99.889405
AD000135,2873 Kevin Station Apt. 708,Faulknerside,NC,18076,14.2654455,-49.616327
AD000136,51751 Brett Lane Apt. 139,South Jason,PW,44143,-8.6135855,-171.767777
AD000137,17393 Herman Plaza,Kimberlyfurt,NH,70447,84.1398095,12.876007
AD000138,5877 Leah Stravenue Suite 535,Robertshire,VI,29503,-50.82917,-171.292007
AD000139,996 Hernandez Isle Apt. 693,Piercemouth,KS,64545,82.253542,83.386497
AD000140,52287 Sabrina Plains Apt. 801,Port Adamberg,MP,83168,-27.875072,-143.509991
AD000141,38750 Hopkins Brook,New Andreatown,AK,69892,-16.249845,107.622203
AD000142,86211 John River Suite 546,West Susanmouth,OK,32378,-29.3719045,-18.952342
AD000143,016 Bennett Mountains,Lake Albertburgh,CO,66018,26.476735,166.231939
AD000144,180 Jason Ways Suite 401,Rachelshire,TN,04813,-41.8548935,-11.162316
AD000145,92614 Anne Port,Rhodesside,MA,50812,-52.4322995,-137.894455
AD000146,16315 Novak Islands Apt. 477,West Angela,MS,57104,-40.141378,134.53931
AD000147,94311 Moore Station Apt. 655,North Adamport,NV,47676,-17.5851215,-125.114925
AD000148,26788 Garcia Corners,Angelamouth,VI,50994,-86.687341,-23.315645
AD000149,1839 Gina Extension Apt. 444,Thomasburgh,NE,36671,23.038798,-19.071736
AD000150,54379 Stephen Dale Suite 065,Brockmouth,NV,44375,25.5926605,169.522748
AD000151,5937 Thompson Locks,Kellyfort,OK,32276,-2.520579,21.893153
AD000152,5193 Erin Plaza Apt. 737,Marieland,GU,54128,44.0306865,-105.27878
AD000153,42661 Ewing Neck Suite 886,Port Tanyaside,PA,84148,-67.1878355,-121.282737
AD000154,529 Anna Rue,Rasmussenmouth,WY,56921,-61.560725,-174.337206
AD000155,3888 Sean Lock,Bartonshire,UT,66098,-49.5347155,5.202955
AD000156,1461 Marie Stream,West Larry,NH,27615,49.885696,79.268922
AD000157,1775 Kevin Valleys Apt. 051,Lake John,HI,72840,-47.013898,-2.301281
AD000158,3622 Foster Street Apt. 796,Smithborough,IL,36984,-73.205672,129.961298
AD000159,255 Stephen Greens,Rosemouth,PA,51440,74.096855,30.745458
AD000160,5792 Sellers Ramp,Lake Dennisville,IA,40527,-58.6067665,-81.728721
AD000161,286 Carlson Ports Suite 627,New Garrett,LA,18889,-39.776108,-11.111142
AD000162,050 Taylor Via Suite 887,Cohenchester,VT,58677,41.1842775,-90.206467
AD000163,034 Joshua Plain,Garymouth,OK,97824,42.959663,115.131996
AD000164,148 Weaver Throughway,Port Jenniferside,IL,56226,-62.5077965,170.937323
AD000165,0745 Scott Crest,East Lisa,OR,90827,4.121749,147.631809
AD000166,92330 Patel Ranch Apt. 544,Stephaniehaven,MH,89538,-64.4381895,-107.206262
AD000167,42232 Poole Trace Suite 729,Courtneyfurt,NV,10399,80.088157,-130.020117
AD000168,457 Murphy Alley Apt. 751,Robinsonchester,GU,28268,42.799032,-35.830384
AD000169,5892 Kramer Springs Apt. 017,North Sarahburgh,NV,60337,-89.818558,49.673001
AD000170,242 Davis Lake,Christopherburgh,AR,52450,77.9343695,-15.980976
AD000171,1103 Miller Ramp,New Erin,AL,01557,2.227483,-115.256705
AD000172,271 Patrick Street Apt. 155,Derrickberg,SD,89254,-51.653172,-143.271799
AD000173,275 Courtney Drive,Jensenmouth,VI,28975,-66.72986,-126.063201
AD000174,96565 John Rue,East Angelaport,WI,91003,-82.7993795,173.478689
AD000175,89836 Lucas Tunnel Apt. 761,South Danielle,CA,69744,-86.760787,13.863122
AD000176,69658 Kathryn Trail Apt. 091,West Jasonton,WY,52664,45.992248,-26.193036
AD000177,6188 Joshua Inlet Apt. 832,Peterland,ME,92077,27.4367645,-51.882526
AD000178,16179 Kyle Streets,North Alexander,DC,92447,-86.9530955,-92.043025
AD000179,8842 Martinez Tunnel Suite 105,Nelsonland,KS,93866,64.793754,156.904124
AD000180,7850 Villarreal Expressway,Ericville,MH,75724,-59.0403715,-57.376311
AD000181,03075 Mora Fall,New Lindachester,IN,42680,-23.3573595,43.476057
AD000182,1951 Harry Unions Apt. 617,Kiaraport,MD,11823,58.46934,65.213736
AD000183,3494 Steven Ramp,Cuevasborough,VA,72139,-24.199256,-99.16529
AD000184,0385 Stephanie Alley,Sweeneyport,CT,27396,52.220992,-52.134748
AD000185,0241 Samantha Vista Suite 571,New Dennisfurt,CA,78081,62.4232175,-146.562141
AD000186,234 Rosales Unions Suite 557,Jesusborough,DC,77139,-60.747828,-96.564595
AD000187,77561 Oconnell Fords,Parkerview,PR,16218,-65.727828,-95.38089
AD000188,903 Hernandez Station Apt. 568,Lake Kentburgh,AK,53505,31.386826,118.4754
AD000189,71210 Maria Forges,East Madison,MN,90453,79.1942095,166.112635
AD000190,941 Wendy Flat,Lambland,MH,43957,-57.109231,-157.07759
AD000191,29667 Patrick Meadow Apt. 532,Joshuaberg,AZ,80993,76.2089385,151.237093
AD000192,476 Brown Harbors,Taylorborough,SD,69420,-23.1199095,158.633682
AD000193,5787 Durham Parkway,Paulburgh,AK,42296,70.2872005,-62.414429
AD000194,0785 Terri Courts,Lake John,ND,97108,-74.992136,-62.204304
AD000195,2239 Drake Square Suite 905,New Stacy,MP,65018,55.525465,-14.078394
AD000196,0103 Andrew Neck,West Samanthaborough,AS,17604,1.471809,-84.726958
AD000197,02921 Yu Landing Suite 915,Marcusburgh,VA,57762,81.601656,81.563518
AD000198,89539 Nicholas Street Suite 220,Rosalesshire,AZ,24366,71.702477,-9.158598
AD000199,917 Mark Club,West Toni,GA,83887,-66.182794,179.716703
AD000200,0433 Michael Turnpike Apt. 006,Oconnorburgh,FM,54767,42.360688,23.319767
AD000201,617 Francisco Cliffs Apt. 405,Stephanieland,MA,22797,10.786209,-93.615058
AD000202,159 Bush Meadows,New Pamela,GA,07520,-62.8188135,-2.244949
AD000203,68844 Young Causeway,Armstrongfort,FL,07645,6.859277,-177.95153
AD000204,49731 Jamie Route Suite 171,Kristenfort,NM,87144,-18.863423,-131.071263
AD000205,56527 Jose Mountain Suite 349,East Karenville,CO,88075,2.285796,110.688222
AD000206,380 Cardenas Manor Suite 937,Christianton,NY,75371,48.7321125,126.813889
AD000207,72233 Brad Common,Harrisberg,MP,78495,-20.774157,-8.335802
AD000208,68685 Stone Well,Port Isabellashire,NC,55498,-59.7959535,42.502069
AD000209,99911 Kristi Ways,Natalieview,MS,86325,40.348174,127.102636
AD000210,24629 Williams Isle Apt. 074,Andrewport,ME,37246,41.968027,-127.269944
AD000211,47546 Jacob Forest,Figueroahaven,VI,49510,-74.9123645,96.633312
AD000212,48628 Glenn Wells,Port Brian,AZ,60328,-76.4280965,13.474896
AD000213,5786 Erin Garden,Tracymouth,HI,62705,67.5394675,115.995039
AD000214,2414 Paul Estates Apt. 333,Denisehaven,AK,89918,-87.611466,74.528997
AD000215,290 Johnny Valley,Jenniferview,NE,49846,3.605912,66.422685
AD000216,74896 Adrian Shore Suite 899,Kennethville,NJ,08868,0.2704555,-31.564186
AD000217,4432 Rachel Valley Suite 520,Brightview,PW,55363,18.6086885,28.453509
AD000218,935 Gina Route,Knoxstad,NY,39848,-44.369553,173.054193
AD000219,1724 Stacey Isle,East Michaelport,MT,43927,9.772742,-40.113328
AD000220,1709 Thomas Fields Apt. 684,Brownberg,DC,26754,1.984747,39.683197
AD000221,52175 Lawrence Centers Apt. 743,New Kathy,NM,12040,-55.2628525,149.896299
AD000222,666 Reyes Camp Apt. 505,North Erica,SC,96655,-23.207052,-58.524524
AD000223,2168 Jackson View Apt. 447,Ryanberg,MA,64749,6.435674,-78.839543
AD000224,0332 Jessica Radial,North Michael,SD,05398,10.714951,163.769765
AD000225,909 Ebony Shoal Apt. 016,Jamesside,KS,62681,-48.895257,-69.675759
AD000226,6184 Robert Cove,West Danielville,NM,26538,73.4776785,-72.760367
AD000227,356 Martin Plaza Suite 375,North Alexander,CO,14975,64.122959,179.178415
AD000228,18114 Stephen Hill Suite 701,Port Benjamin,LA,47715,-6.058326,48.704434
AD000229,00225 Kline Road,Natalieland,MN,45422,-40.911363,-118.886909
AD000230,7467 Banks Union Apt. 120,North Robert,OR,63766,62.7245895,55.236866
AD000231,659 Michelle Villages,South Samantha,DE,54408,28.2962525,-155.318793
AD000232,5089 Tiffany Skyway,Aprilville,NE,87233,-23.273122,78.734024
AD000233,628 Alexander Estate Suite 721,Floresmouth,KY,07100,46.0778065,-60.435348
AD000234,3177 Miller Parks Suite 517,North Richardton,OH,72472,-89.9544425,-131.200825
AD000235,837 Cox Center Apt. 758,Moranstad,VT,59815,-59.392087,-127.6889
AD000236,55488 Park Cape,South Donald,VT,97823,19.8466765,-122.575478
AD000237,331 Lewis Views Apt. 516,Lake Maryshire,DE,59549,32.7791235,173.506246
AD000238,0808 Roberson Orchard,Lake Beth,VA,17328,-62.2024445,27.986784
AD000239,669 Joshua Junctions Suite 722,Morrisonhaven,ME,92447,57.0505455,-11.470428
AD000240,39452 William Square,Jenniferstad,OH,63464,66.4458675,126.359047
AD000241,846 Alexandra Burg Suite 200,West Karen,GA,38068,-22.740542,-101.386857
AD000242,438 Michael Mission,New Mirandaside,VI,29901,83.7098035,121.329833
AD000243,84066 Frye Spur Suite 800,Jamesmouth,MP,30064,80.1313035,167.694989
AD000244,893 Kelly Fall Apt. 228,South Billyview,OH,35135,-55.0855315,-93.601982
AD000245,57202 Carlson Trail Suite 798,Charlesmouth,NC,29331,-40.6430145,99.498372
AD000246,268 Davis Forges,Lake Martin,MN,38980,-31.361542,151.936871
AD000247,015 Allen Row Apt. 056,South Jonathanport,AK,68247,10.652033,96.117574
AD000248,0435 Stacy Expressway Apt. 133,Houstonborough,ND,92610,26.833247,167.119877
AD000249,207 Johnson Cliffs,East Lauraside,CA,75862,-28.891842,-41.139433
AD000250,7665 Perry Crest Apt. 919,Lake Melaniestad,NY,14412,-12.197582,-18.213571
AD000251,7660 Moore Forges,Lake Peter,AS,72030,-10.817321,160.400678
AD000252,5088 David Avenue,Medinaland,ME,28033,2.301974,-66.324595
AD000253,822 Jeffrey Village Suite 312,Port Karenside,NH,84999,57.549471,-140.730806
AD000254,141 Jessica Oval Suite 523,West Christineborough,MD,64183,30.969359,-3.720544
AD000255,929 Aguirre Meadow Apt. 053,Lake Jodi,NE,36765,6.498789,-107.895107
AD000256,7754 Arnold Extensions Apt. 428,West Jessica,SC,10523,-69.7599785,-169.997939
AD000257,969 Rebecca Plaza,Amyside,NJ,86210,-50.101637,16.397383
AD000258,94278 Randy Parkway Apt. 392,South Erik,OK,74663,87.00991,-101.509982
AD000259,0373 Joseph Fort Apt. 385,Harrisonmouth,FM,06587,-79.2881655,168.174073
AD000260,84498 Nicholas Lane Suite 918,Nicholasbury,NC,53695,4.730336,5.237819
AD000261,9082 Martin Club Suite 322,West Carolyn,GU,16010,87.4652695,-56.333756
AD000262,1777 Brittany Rue Suite 030,New Brittany,DC,83016,47.611509,-158.959567
AD000263,24286 Natalie Stream,Staceyborough,NV,79999,36.5440855,78.593753
AD000264,69292 Jackson Spur,Sandrashire,CA,30623,11.5253375,26.943274
AD000265,03886 Catherine Fall,Valenzuelaton,FM,70156,45.111405,-116.908859
AD000266,2980 Boyd Land,Lake Alyssabury,AS,63693,12.3373935,8.182816
AD000267,2473 Justin Wells,Scotttown,VT,97972,-88.090329,130.304484
AD000268,063 Ortiz Coves,South Denise,KS,34750,53.9095605,47.397874
AD000269,463 Arnold Point Suite 258,Kingport,OK,45636,16.8721415,-105.875029
AD000270,372 Jason Locks,Laurenton,GA,51501,80.69183,-177.159613
AD000271,79611 Walker Common,Lake Patrickfurt,RI,86507,49.8563605,-26.203002
AD000272,77038 Lee Tunnel,New Gavin,AZ,47652,-25.7750385,171.660712
AD000273,14656 Willis Path,Lake Janeland,OH,37790,60.085984,132.959459
AD000274,4393 Spears Ports Apt. 426,New Charlesport,MA,15837,47.7843445,-41.651917
AD000275,769 Carrillo Throughway Suite 779,South Darrenland,MS,83556,-30.8415705,-56.557199
AD000276,5880 Wright Course Suite 518,South Lee,IL,75698,-17.770519,-81.868347
AD000277,3334 Jermaine Village,Port Christine,FL,14484,-57.8203635,-137.862305
AD000278,080 Watson Island Suite 947,Port Sabrina,KY,52651,-30.3824235,129.594767
AD000279,86780 Long Spur,South Tiffany,UT,68423,33.499259,-10.536017
AD000280,36915 Salazar Green,New Jose,KY,62281,74.5734955,4.198511
AD000281,76365 Dickerson Harbors Suite 292,Port Cory,KY,31408,59.0729595,52.045672
AD000282,22702 Porter Vista Suite 744,South Coreyburgh,AR,28742,-21.739633,75.840153
AD000283,5455 Cooper Loop,West Michelleborough,OK,75984,84.4469365,168.499524
AD000284,5587 Preston Light,Stevenberg,VI,22465,81.954559,1.13397
AD000285,996 Christian Junctions Apt. 554,Catherinefurt,KY,58814,7.4863185,135.100153
AD000286,2202 Ebony Summit Apt. 326,North Calebfort,OH,07556,-82.922724,33.144473
AD000287,49216 Perez Street,Scottberg,DC,69542,-44.202767,-164.660902
AD000288,557 Proctor Plains,Amyberg,UT,71186,-42.477089,137.199938
AD000289,968 Stout Orchard Apt. 174,Robertberg,ME,01884,-89.9752105,100.953267
AD000290,4780 Arroyo Neck,Albertchester,AS,38894,70.256975,-55.867182
AD000291,536 Foster Estates,Claytonbury,KS,10883,23.344021,155.717739
AD000292,944 Gutierrez Walk,East Derrickville,SC,60183,75.820477,63.077558
AD000293,973 Smith Causeway Apt. 214,Davidmouth,VA,01576,-27.505407,-131.575862
AD000294,73564 Bolton Mountain,West Christopherberg,AR,35432,15.3399185,-141.675634
AD000295,34601 Paul Mills Apt. 037,New Elizabethborough,NJ,51504,-6.218781,-6.556771
AD000296,088 Jon Route,Jameston,VI,87886,-31.5379125,-119.371995
AD000297,650 Laura Prairie,South Kristinatown,AZ,76663,37.579501,140.089033
AD000298,1327 Gina Junction,North Michaelberg,UT,70801,-61.172272,-112.446898
AD000299,58573 Hannah Knolls Apt. 407,Hansenside,UT,64738,-39.057438,124.245679
AD000300,557 Dillon Rapid,North Amanda,NV,39255,-19.3077185,110.77248
AD000301,0862 Christine Lakes Apt. 518,Leefort,WI,72782,-48.625638,149.122939
AD000302,6511 Bradley Curve Apt. 031,Leeton,OK,84616,14.3137005,173.218784
AD000303,994 Michael Rest Apt. 037,South Laurieton,MN,73641,21.656587,18.14222
AD000304,480 Mary Club,New Colton,VA,30780,52.7166765,26.873053
AD000305,83928 Reese Trafficway,Emilychester,FM,14145,-45.222465,-83.150348
AD000306,528 Mahoney Island Suite 566,Charleneshire,ND,28540,10.680227,115.407153
AD000307,7760 Tonya Ranch Apt. 824,West Traceyborough,PR,41776,-84.1745825,-31.846644
AD000308,07522 Richardson Prairie,East Jonathan,ME,12547,63.1389815,34.640048
AD000309,157 Tracy Spurs,New Dawnton,VA,76035,12.4205045,-137.867771
AD000310,5661 Julie Vista,Lake Kimberlyfurt,AR,40449,50.763085,-157.890446
AD000311,925 Eric Spring Suite 799,East Ryanfurt,FL,17827,0.2394585,-135.68393
AD000312,086 Miller Parkway Suite 227,South Randall,OK,26204,60.637283,150.710783
AD000313,14659 Daniel Loop,Diazborough,MD,45658,69.4176825,171.870488
AD000314,2597 Scott Viaduct,East Gina,FL,99818,-66.964362,-119.670883
AD000315,92405 Kevin Mountains,West Jasonside,IL,27213,56.679633,100.926228
AD000316,792 Nicholas Shore Apt. 420,Jamesview,AR,61444,85.760226,-175.525621
AD000317,4510 Dillon Run,Hallfurt,NY,93521,-63.2628325,-10.640866
AD000318,812 Vincent Mount Apt. 038,Matthewfurt,WA,21079,-85.0682435,6.176043
AD000319,4384 Connie Wells Suite 084,East Matthew,MO,86606,-53.154367,-132.865412
AD000320,936 Ashley Meadow Suite 957,East Denise,OR,71457,-35.6927615,-105.852949
AD000321,826 Diana Port Apt. 518,East Lonnieberg,VA,04365,-4.452992,42.286113
AD000322,7423 David Burg Suite 999,New Jesse,TX,03919,6.4384815,-137.331956
AD000323,89752 Henry Dam Apt. 330,Durantown,KY,54639,-30.25856,-71.104554
AD000324,27975 Clay Meadow,Parsonsfurt,VA,41513,15.8040255,148.299178
AD000325,177 Natalie Gardens,Terrellton,OH,51278,48.5467015,158.57686
